ItemCode,ItemName,Categoria,U_Divisi,U_Linea,U_Area,Lote,FechAdmis,Rango_Fechas,Cantidad,Costo,ValorStockTotal,CodBodega,NomBodega,Ancho,Peso,SubClasif,Proveedor,Observaciones,ClaseExpedicion,UMInv,Base_Mt2,Base_MT3,dias_recep,Fec_ult_vta,Fec_ult_consumo,Fecha_Ult_recep,U_Vendedor,U_Stock_minimo,U_Stock_reposicion,CardCode,CardName,ClienteItem,PlannedQty,CmpltQty,Comprometido,QtyUltFact
45769,HP RECYCLE AGENT 4.5 ( Q4315A),PROD. INSUMOS DIGITAL,,,,,1900-01-01,Error en procesamiento,0.0,13246.4,0.0,"16, 15, 14, 13, 12, 11, 09, 10, 01, 02, 03, 04, 05, 06, 07, 08, 18, 17, 19, 20, 24, 26, 22, 21, 42, 40, 44, 45, 34, 35, 36, 38, 48, 46, 49, 50, 51, 52, 53, 54","BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, SERVICIO TECNICO, TDP STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCTOS TERMINADOS, PRODUCCION, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, NOTAS DE CREDITO, MPRIMA SOBRE STOCK, MAURICIO MEDINA, BODEGA CLIENTES, MAURICIO DAVIS, POSCOSECHA MUESTRAS, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, TINTAS, BODEGA DURAMET, ST CONCEPCION, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, CONTAINER, RRHH, POSCOSECHA, SINCLAIR STOCK, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,IMAGEX,,Consignacion,UNIDAD,,,,,,,,6.0,0.0,,,,0.0,0.0,0.0,200.0
45770,HP RECYCLE AGENT 4.5 X  ( Q4315A-X),PROD. INSUMOS DIGITAL,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"54, 53, 52, 51, 50, 38, 35, 21, 20, 17, 08, 04, 02, 01, 10","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, RRHH, BODEGA GESLOG INTEGRAL, TINTAS, POSCOSECHA MUESTRAS, BODEGA CLIENTES, MPRIMA SOBRE STOCK, PRODUCCION, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO, DIFERENCIAS DE INV. P.T.",0.0,0.0,,- Ningún fabricante -,,BASE AGUA,,,,,,,,,300.0,0.0,,,,0.0,0.0,0.0,0.0
45771,HP NEW PRINTING IMAGING PLATE WS6600 ( Q44310A) PIP,PROD. INSUMOS DIGITAL,,,,,1900-01-01,Error en procesamiento,0.0,240314.5714,0.0,"10, 01, 02, 04, 08, 17, 20, 21, 35, 38, 50, 51, 52, 53, 54","DIFERENCIAS DE INV. P.T., BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, MPRIMA SOBRE STOCK, BODEGA CLIENTES, POSCOSECHA MUESTRAS, TINTAS, BODEGA GESLOG INTEGRAL, RRHH, SERV.TECNICO SAMSON, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,IMAGEX,,Consignacion,UNIDAD,,,,,,,,6.0,0.0,,,,0.0,0.0,0.0,105.0
45772,HP IMAGING PRINTING BLAN WS6600 ( Q4640B)MANTILLA,PROD. INSUMOS DIGITAL,,,,,1900-01-01,Error en procesamiento,0.0,413988.0,0.0,"54, 53, 52, 51, 50, 38, 35, 42, 21, 20, 17, 08, 05, 04, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, RRHH, BODEGA GESLOG INTEGRAL, BODEGA DURAMET, TINTAS, POSCOSECHA MUESTRAS, BODEGA CLIENTES, MPRIMA SOBRE STOCK, RECLAMO PROVEEDOR, PRODUCCION, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,IMAGEX,,Consignacion,UN,,,,,,,,6.0,0.0,,,,0.0,0.0,0.0,16.0
45775,ETIQ.INDUST.B 100 X 100 TRANSFER ARAUCO (MEDIO CORTE)  C3 1S 1.880ETR(795502),INDUST. BLANCA,,,,15714.1,2025-10-29,Error en procesamiento,1.88,6240.9574,11733.0,03,PRODUCTOS TERMINADOS,0.0,0.0,,- Ningún fabricante -,CONTRATO,CONTRATO,MILES,12.050871,22.655637,27.0,2025-11-10,2025-10-29,2025-10-29,,97.76,0.0,96510970-C,SIN NOTA DE VENTA,,185.0,186.12,0.0,225.6
45780,LAMINADO 300MM PPBB60-P4-G62S,PROD. MAT.PRIMA,,,,202303,2023-03-31,Error en procesamiento,4e-05,0.0,0.0,04,PRODUCCION,300.0,0.0,POLIPROPILENO,ARCLAD,,Consignacion,M2,,,970.0,,,2023-03-31,,1500.0,0.0,92121000-C,LABORATORIO MAVER S.A.,,600000.0,599400.0,0.0,0.0
45783,"HP CLEAN 1188,  COD. Q4337A",PROD. TINTAS DIGITAL,,,,,1900-01-01,Error en procesamiento,2.0,1.0,2.0,"01, 02, 04, 03, 05, 06, 08, 07, 10, 09, 11, 12, 13, 14, 15, 16, 17, 18, 20, 19, 21, 22, 26, 24, 42, 40, 45, 44, 35, 34, 38, 36, 50, 49, 46, 48, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, TDP STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, SINCLAIR STOCK, POSCOSECHA, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,IMAGEX,,Consignacion,UN,,,3399.0,,,2016-08-05,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45789,"MANGA PLASTICA 1,6 mts",PROD. INSUMOS,,,,,1900-01-01,Error en procesamiento,0.0,2100.0,0.0,"54, 53, 52, 51, 48, 46, 49, 50, 36, 38, 34, 35, 44, 45, 40, 42, 24, 26, 22, 21, 19, 20, 18, 17, 16, 15, 14, 13, 12, 11, 09, 10, 07, 08, 06, 05, 03, 04, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, POSCOSECHA, SINCLAIR STOCK, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, CONTAINER, RRHH, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, TINTAS, MAURICIO DAVIS, POSCOSECHA MUESTRAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, SERVICIO TECNICO, TDP STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., NOTAS DE CREDITO, MPRIMA SOBRE STOCK, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, PRODUCCION, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,- Ningún fabricante -,,Consignacion,KILOS,,,,,,,,250.0,0.0,,,,0.0,0.0,0.0,0.0
45845,D21B04A19 KNURLED ROLLER GIOVE 140,ST-ETIQUETADO,,,,,1900-01-01,Error en procesamiento,0.0,181081.0,0.0,"01, 02, 04, 03, 05, 06, 08, 07, 10, 09, 11, 12, 13, 14, 15, 16, 17, 18, 20, 19, 21, 22, 26, 24, 42, 40, 45, 44, 35, 34, 38, 36, 50, 49, 46, 48, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, TDP STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, SINCLAIR STOCK, POSCOSECHA, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,Consignacion,UN,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,40.0
45851,"CINTA TT CERA-RESINA 110 X 360 OUT CONO 1"" F",INDUST. CINTAS,,,,"5447, 7225",2024-12-20,Error en procesamiento,193.0,6912.4041,1334094.0,03,PRODUCTOS TERMINADOS,0.0,0.0,,- Ningún fabricante -,,Consignacion,UNIDAD,,,76.0,2025-09-11,2025-10-02,2025-09-10,,0.0,0.0,,,,0.0,0.0,0.0,648.0
45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI,PROD. MAT.PRIMA,,,,234,2025-08-31,Error en procesamiento,301.0,263.4651,79303.0,"04, 24","PRODUCCION, SALDO MATERIAS PRIMAS",330.0,0.0,SEMIBRILLO,RITRAMA,,Consignacion,M2,,,86.0,,2025-11-18,2025-08-31,,30000.0,0.0,99588390-C,ZURGROUP S.A,,12000000.0,12005200.0,270.6,0.0
45858,ETIQUETA PRIME EASY FLAP 100 X 45 FRESUBIN RENAL VAINILLA LEM10086 VS.2 *OBSOLETO*,Artículos,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"54, 53, 52, 51, 48, 46, 49, 50, 36, 38, 34, 35, 44, 45, 40, 42, 24, 26, 22, 21, 19, 20, 18, 17, 16, 15, 14, 13, 12, 11, 09, 10, 07, 08, 06, 05, 03, 04, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, POSCOSECHA, SINCLAIR STOCK, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, CONTAINER, RRHH, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, TINTAS, MAURICIO DAVIS, POSCOSECHA MUESTRAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, SERVICIO TECNICO, TDP STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., NOTAS DE CREDITO, MPRIMA SOBRE STOCK, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, PRODUCCION, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,- Ningún fabricante -,,BASE AGUA,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45869,P1031031 PRINT SERVER EXTERNO ZEBRA 10/100,INDUST.IMPRESORA,,,,,1900-01-01,Error en procesamiento,0.0,137450.0,0.0,"01, 02, 04, 03, 05, 06, 08, 07, 10, 09, 11, 12, 13, 14, 15, 16, 17, 18, 20, 19, 21, 22, 26, 24, 42, 40, 45, 44, 35, 34, 38, 36, 50, 49, 46, 48, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, TDP STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, SINCLAIR STOCK, POSCOSECHA, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,Consignacion,UN,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45875,LAMINADO 333MM PAPEL TERMICO T70-PH-G62 ARC,PROD. MAT.PRIMA,,,,"1124, 123, 202407",2024-07-31,Error en procesamiento,117.0,408.3248,47774.0,24,SALDO MATERIAS PRIMAS,333.0,0.0,TERMICO,ARCLAD,INMOV.2020,Consignacion,M2,,,360.0,,2024-11-30,2024-11-30,,0.0,0.0,96864800-C,SOCIEDAD AGRICOLA Y COMERCIAL LTDA.,,720000.0,720000.0,0.0,0.0
45876,LAMINADO 111MM PAPEL TERMICO T70-PH-G62 ARC,PROD. MAT.PRIMA,,,,"1124, 202307, 2150",2023-07-21,Error en procesamiento,39.0,417.6923,16291.0,24,SALDO MATERIAS PRIMAS,111.0,0.0,TERMICO,ARCLAD,,Consignacion,M2,,,360.0,,2024-11-30,2024-11-30,,1500.0,0.0,94612000-C,SOCIEDAD AGRICOLA TERUEL LTDA.,,2400.0,2400.0,0.0,0.0
45891,SELLOS PARA CAMARA DE TINTAS NILPETER (FB3 / FB4 / FB5),PROD. INSUMOS,,,,,1900-01-01,Error en procesamiento,0.0,1500.0,0.0,"54, 53, 52, 51, 48, 46, 49, 50, 36, 38, 34, 35, 44, 45, 40, 42, 24, 26, 22, 21, 19, 20, 18, 17, 16, 15, 14, 13, 12, 11, 09, 10, 07, 08, 06, 05, 03, 04, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, POSCOSECHA, SINCLAIR STOCK, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, CONTAINER, RRHH, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, TINTAS, MAURICIO DAVIS, POSCOSECHA MUESTRAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, SERVICIO TECNICO, TDP STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., NOTAS DE CREDITO, MPRIMA SOBRE STOCK, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, PRODUCCION, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,LABELS AND STUFF LLC,,Consignacion,UNIDAD,,,,,,,,400.0,0.0,,,,0.0,0.0,0.0,0.0
45898,CINTA TT CERA 80 X 450 OUT F,INDUST. CINTAS,,,,,1900-01-01,Error en procesamiento,0.0,1879.8125,0.0,"01, 02, 04, 03, 05, 06, 08, 07, 10, 09, 11, 12, 13, 14, 15, 16, 17, 18, 20, 19, 21, 22, 26, 24, 42, 40, 45, 44, 35, 34, 38, 36, 50, 49, 46, 48, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, TDP STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, SINCLAIR STOCK, POSCOSECHA, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,Consignacion,UN,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45927,FILM MERKAT BARRA CHOCOLATE-LECHE BRUGGEN,SERVICIO PRIME,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"54, 53, 52, 51, 48, 46, 49, 50, 36, 38, 34, 35, 44, 45, 40, 42, 24, 26, 22, 21, 19, 20, 18, 17, 16, 15, 14, 13, 12, 11, 09, 10, 07, 08, 06, 05, 03, 04, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, POSCOSECHA, SINCLAIR STOCK, BOG. LOGICA ARAUCO, SERV.TECNICO SAMSON, CONTAINER, RRHH, MP MAQUINA WEBER, BODEGA GESLOG INTEGRAL, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, SIEGWERK, TINTAS, MAURICIO DAVIS, POSCOSECHA MUESTRAS, MAURICIO MEDINA, BODEGA CLIENTES, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, SERVICIO TECNICO, TDP STOCK, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA APL, DIFERENCIAS DE INV. P.T., NOTAS DE CREDITO, MPRIMA SOBRE STOCK, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, PRODUCTOS TERMINADOS, PRODUCCION, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,- Ningún fabricante -,,BASE AGUA,ROLLO,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45939,LAMINADO FOLIA PLATA COLDFOIL 160MM DSCF613-OP COR,PROD. MAT.PRIMA,,,,"345, 4725, 4726, 5105, 890",2024-09-25,Error en procesamiento,9510.0,229.3788,2181392.0,"02, 24, 04","MATERIAS PRIMAS E INSUMOS, SALDO MATERIAS PRIMAS, PRODUCCION",160.0,0.0,FOLIA PLATA,SO. INV. DOÑA CORNELIA LTDA.,,Importacion,M2,,,25.0,,2025-11-20,2025-10-31,,0.0,0.0,94612000-C,SIN NOTA DE VENTA,,2880000.0,2880000.0,0.0,0.0
45964,BARNIZ EXTENDER LETDOWN 81-090020-9.3512,PROD. TINTAS,,,,6002,2025-04-02,Error en procesamiento,28.0,17430.0,488040.0,21,TINTAS,0.0,0.0,,SIEGWERK,TINTA UV,Nacional,UN,,,237.0,,2025-10-31,2025-04-02,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45969,TINTA UV 81-010166-7 BLANCO OPACO  39-8 SIEGWERK,PROD. TINTAS,,,,7627,2025-11-11,Error en procesamiento,97.5,16389.0051,1597928.0,21,TINTAS,0.0,0.0,,SIEGWERK,TINTA UV,Nacional,UN,,,14.0,,2025-09-30,2025-11-11,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45974,TINTA UV 81-130088-8 L39E5UB3U9AF REFLEX BLUE,PROD. TINTAS,,,,5752,2025-01-29,Error en procesamiento,10.0,30128.2,301282.0,21,TINTAS,0.0,0.0,,SIEGWERK,TINTA UV,Nacional,KG,,,300.0,,2025-07-31,2025-01-29,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45978,TINTA UV 81-404667-8  FLEXO ORO 871 SIEGWERK,PROD. TINTAS,,,,"6995, 7267, 7667",2025-07-31,Error en procesamiento,30.0,88083.1,2642494.0,21,TINTAS,0.0,0.0,,SIEGWERK,EN OCACIONES,Nacional,KILOS,,,11.0,,2025-09-30,2025-11-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45981,BARNIZ UV BRILLANTE UV6663 SIEGWERK,PROD. TINTAS,,,,"7566, 7667",2025-11-04,Error en procesamiento,100.0,5887.55,588755.0,21,TINTAS,0.0,0.0,,SIEGWERK,BARNIZ UV,Nacional,UN,,,11.0,,2025-09-30,2025-11-14,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45992,ETIQUETA PRIME EASY FLAP 203106  263 X 140 mm BONNUS 400 SC (dis. Octubre 2016) *OBSOLETO*,Artículos,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"01, 02, 04, 03, 05, 06, 08, 07, 10, 09, 11, 12, 13, 14, 15, 16, 17, 18, 20, 19, 21, 22, 26, 24, 42, 40, 45, 44, 35, 34, 38, 36, 50, 49, 46, 48, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, PRODUCTOS TERMINADOS, RECLAMO PROVEEDOR, PRODUCTOS RECHAZADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA CyT ESPEJO, TDP STOCK, SERVICIO TECNICO, TALLER SERV.TECNICO, BOG.LOGICA COCA-COLA, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, OBSOLETOS COMERCIAL, SALDO MATERIAS PRIMAS, BODEGA DURAMET, ST CONCEPCION, BODEGA PROVEEDOR, SERV.TECNICO SINCLAIR, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, SINCLAIR STOCK, POSCOSECHA, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,BASE AGUA,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
45994,PRIMER TOP COAT CODIGO 2543709,PROD. INSUMOS DIGITAL,,,,,1900-01-01,Error en procesamiento,20.0,45084.35,901687.0,"54, 53, 52, 51, 50, 36, 38, 35, 21, 20, 17, 10, 08, 04, 02, 01","GESLOG PUDAHUEL, BODEGA ESQUIM, ST IMPRESORAS Y EQUIPOS, PERU STOCK ENVIO, SERV.TECNICO SAMSON, CONTAINER, RRHH, BODEGA GESLOG INTEGRAL, TINTAS, POSCOSECHA MUESTRAS, BODEGA CLIENTES, DIFERENCIAS DE INV. P.T., MPRIMA SOBRE STOCK, PRODUCCION, MATERIAS PRIMAS E INSUMOS, BODEGA COSTEO",0.0,0.0,,IMAGEX,,Consignacion,KG,,,735.0,,,2023-11-21,,2.0,0.0,,,,0.0,0.0,0.0,0.0
45998,ETIQUETA CLAMSHELL 50 X 50 AGRICOM 4.4 OZ.(70.08.0047) *OBSOLETO*,Artículos,,,,,1900-01-01,Error en procesamiento,0.0,0.0,0.0,"01, 02, 04, 03, 08, 07, 06, 05, 10, 09, 12, 11, 16, 15, 14, 13, 17, 18, 20, 19, 21, 22, 24, 26, 35, 34, 38, 36, 44, 45, 40, 42, 50, 49, 48, 46, 51, 52, 53, 54","BODEGA COSTEO, MATERIAS PRIMAS E INSUMOS, PRODUCCION, PRODUCTOS TERMINADOS, MPRIMA SOBRE STOCK, NOTAS DE CREDITO, PRODUCTOS RECHAZADOS, RECLAMO PROVEEDOR, DIFERENCIAS DE INV. P.T., BOG.LOGICA APL, BOG.LOGICA CyT ESPEJO, BOG.LOGICA CyT VESPUCIO, BOG.LOGICA COCA-COLA, TALLER SERV.TECNICO, SERVICIO TECNICO, TDP STOCK, BODEGA CLIENTES, MAURICIO MEDINA, POSCOSECHA MUESTRAS, MAURICIO DAVIS, TINTAS, SIEGWERK, SALDO MATERIAS PRIMAS, OBSOLETOS COMERCIAL, BODEGA GESLOG INTEGRAL, MP MAQUINA WEBER, RRHH, CONTAINER, SERV.TECNICO SINCLAIR, BODEGA PROVEEDOR, ST CONCEPCION, BODEGA DURAMET, SERV.TECNICO SAMSON, BOG. LOGICA ARAUCO, POSCOSECHA, SINCLAIR STOCK, PERU STOCK ENVIO, ST IMPRESORAS Y EQUIPOS, BODEGA ESQUIM, GESLOG PUDAHUEL",0.0,0.0,,- Ningún fabricante -,,BASE AGUA,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
